platform,post_type,post_length,views,likes,comments,shares,engagement_rate,length category,total_interactions
Instagram,Image,13,248859,14241,2703,787,0.0712491812632856,Short,17731
Twitter,Video,58,19259,278,38,38,0.018381016667532,Medium,354
Twitter,Video,66,63086,2786,141,318,0.0514377199378626,Medium,3245
Instagram,Text,85,191179,4906,474,488,0.0306937477442606,Long,5868
Facebook,Text,13,206737,2482,132,78,0.0130213749836749,Short,2692
Twitter,Video,13,186075,7840,840,1105,0.0525863227193336,Short,9785
Facebook,Video,105,182861,13778,2616,533,0.0925675786526378,Long,16927
Facebook,Image,28,241720,22453,3746,1764,0.1156834353797782,Short,27963
Instagram,Video,43,177660,12365,1768,1342,0.0871045817854328,Medium,15475
Instagram,Text,79,231805,10704,1399,902,0.0561031901814024,Medium,13005
Instagram,Image,12,135196,13513,1430,1820,0.1239903547442232,Short,16763
Twitter,Text,29,83164,2949,241,379,0.042915203693906,Short,3569
Instagram,Text,114,183164,4916,291,184,0.0294326396016684,Long,5391
Instagram,Image,70,235395,12177,956,1221,0.0609783555300664,Medium,14354
Twitter,Text,14,181480,10061,1033,269,0.0626129601057967,Short,11363
Twitter,Video,28,124262,5210,666,592,0.0520513109397885,Short,6468
Instagram,Text,116,221919,16110,1299,1863,0.0868424965865924,Long,19272
Instagram,Image,84,70124,1861,365,120,0.0334550225315156,Long,2346
Instagram,Image,87,174317,9749,599,1191,0.0661954944153467,Long,11539
Instagram,Image,63,243242,13381,859,1403,0.0643104398089145,Medium,15643
Facebook,Text,35,184232,15501,2362,1325,0.1041512875070563,Short,19188
Facebook,Video,15,217218,20294,3313,1606,0.116072332863759,Short,25213
Instagram,Image,10,186859,13022,2550,445,0.0857170379805093,Short,16017
Facebook,Video,74,163024,6110,791,544,0.0456681224850328,Medium,7445
Twitter,Image,36,66403,4785,358,192,0.0803427555983916,Short,5335
Facebook,Video,43,213176,6954,1326,732,0.0422749277592224,Medium,9012
Facebook,Video,52,224507,21774,4290,2118,0.1255283799614266,Medium,28182
Instagram,Video,17,82538,6934,1307,400,0.104691172550825,Short,8641
Facebook,Image,63,141601,6911,1249,360,0.0601690666026369,Medium,8520
Facebook,Text,71,217677,17542,1081,1436,0.0921502960808905,Medium,20059
Facebook,Text,60,51478,2408,429,208,0.0591514821865651,Medium,3045
Facebook,Text,45,65525,1095,211,135,0.0219916062571537,Medium,1441
Twitter,Video,60,71248,5244,696,312,0.0877498315742196,Medium,6252
Instagram,Image,39,134210,6229,1033,451,0.0574696371358319,Short,7713
Instagram,Video,42,286472,26850,4004,1735,0.1137598089865676,Medium,32589
Twitter,Image,85,85247,3204,298,228,0.0437552054617757,Long,3730
Facebook,Video,71,8906,765,105,71,0.1056591062205254,Medium,941
Twitter,Image,38,31107,2216,406,204,0.0908477191628893,Short,2826
Facebook,Image,80,54412,4722,587,316,0.1033779313386752,Long,5625
Twitter,Image,92,85349,3095,428,304,0.0448394240119977,Long,3827
Instagram,Video,74,261817,13489,1749,1350,0.0633572304319429,Medium,16588
Instagram,Text,110,167751,14104,1302,1248,0.0992780967028512,Long,16654
Instagram,Video,15,89388,6073,889,478,0.0832326486776748,Short,7440
Facebook,Video,116,115958,4915,621,148,0.0490177478052398,Long,5684
Facebook,Image,31,153684,8618,731,778,0.0658949532807579,Short,10127
Twitter,Image,52,32907,3279,604,369,0.1292126295317106,Medium,4252
Twitter,Text,28,97707,7500,1443,359,0.0952030049024123,Short,9302
Instagram,Text,22,140038,9145,533,1107,0.077014810265785,Short,10785
Facebook,Image,31,110412,9331,1337,897,0.1047440495598304,Short,11565
Twitter,Text,58,187505,9334,1047,474,0.0578917895522786,Medium,10855
Facebook,Text,59,155473,14848,1913,611,0.1117364429836691,Medium,17372
Facebook,Image,109,155611,9287,985,482,0.0691082249969475,Long,10754
Instagram,Video,25,68534,2701,327,320,0.0488516648670732,Short,3348
Instagram,Text,63,222065,3939,388,207,0.0204174453425798,Medium,4534
Facebook,Image,119,39555,1733,117,188,0.0515231955504993,Long,2038
Facebook,Text,38,241507,14774,1408,1343,0.0725651844459994,Short,17525
Facebook,Text,101,99915,7323,1102,667,0.0909973477455837,Long,9092
Facebook,Image,62,13470,1195,68,156,0.1053452115812917,Medium,1419
Instagram,Text,52,210801,20016,2149,2676,0.1178409969592174,Medium,24841
Twitter,Text,58,54924,1055,59,94,0.0219940281115723,Medium,1208
Instagram,Text,22,236588,15160,1568,431,0.0725269244424907,Short,17159
Twitter,Video,7,107267,7507,474,307,0.0772651421219946,Short,8288
Facebook,Video,28,61954,1578,159,226,0.031684798398812,Short,1963
Twitter,Text,5,126507,7477,1313,280,0.0716956373955591,Short,9070
Instagram,Image,10,172831,6936,984,891,0.0509804375372473,Short,8811
Instagram,Text,23,281879,4782,728,431,0.0210764193146704,Short,5941
Facebook,Text,90,50011,796,99,27,0.0184359440922996,Long,922
Instagram,Video,119,245381,19220,3620,2681,0.1040056076061308,Long,25521
Facebook,Video,47,128373,8394,1101,1180,0.0831561153825181,Medium,10675
Instagram,Video,12,231505,17214,1129,1721,0.0866676745642642,Short,20064
Instagram,Text,73,256487,18383,3492,1296,0.090339861279519,Medium,23171
Facebook,Text,56,89814,1983,138,196,0.0257977598147282,Medium,2317
Twitter,Image,77,130338,3081,615,313,0.0307584894658503,Medium,4009
Instagram,Text,51,223510,7314,843,737,0.0397924030244731,Medium,8894
Twitter,Text,89,62854,2886,176,332,0.0539981544531772,Long,3394
Instagram,Video,32,41091,3884,697,111,0.1141855880849821,Short,4692
Instagram,Video,50,143192,10116,646,337,0.0775113134812,Medium,11099
Instagram,Video,8,12859,423,32,24,0.0372501749747258,Short,479
Instagram,Video,92,234475,3526,397,230,0.0177119095852436,Long,4153
Twitter,Video,12,163683,11716,1774,1206,0.0897833006482041,Short,14696
Twitter,Image,65,178549,11833,806,501,0.0735932433113599,Medium,13140
Instagram,Image,21,142858,10117,1450,913,0.0873594758431449,Short,12480
Instagram,Image,38,288329,9660,1613,425,0.0405717080141088,Short,11698
Twitter,Video,24,98726,5580,382,369,0.064126977695845,Short,6331
Facebook,Video,84,72245,3074,452,435,0.0548273236902207,Long,3961
Facebook,Video,78,218762,18286,3544,2494,0.1111893290425211,Medium,24324
Twitter,Image,38,117718,1912,373,275,0.0217468866273637,Short,2560
Instagram,Video,47,68906,2397,177,232,0.0407221432095898,Medium,2806
Instagram,Image,14,74745,4803,787,409,0.0802595491337213,Short,5999
Facebook,Video,98,91915,2616,463,341,0.0372082902681825,Long,3420
Facebook,Text,34,214454,15128,2773,459,0.0856127654415399,Short,18360
Twitter,Image,119,151075,3370,332,496,0.0277875227535992,Long,4198
Facebook,Text,29,225034,2712,245,217,0.0141045353146635,Short,3174
Twitter,Image,61,93087,8165,466,880,0.1021732357901747,Medium,9511
Facebook,Video,114,87436,3498,384,401,0.048984400018299,Long,4283
Facebook,Video,67,80916,1951,133,198,0.0282020861139947,Medium,2282
Facebook,Text,111,12707,324,54,44,0.033210041709294,Long,422
Instagram,Video,109,160451,14397,1028,827,0.1012894902493596,Long,16252
Instagram,Image,75,55277,3808,658,339,0.0869258461928107,Medium,4805
Instagram,Video,51,208514,20032,1324,1521,0.1097144556240828,Medium,22877
Facebook,Video,88,84431,6923,845,772,0.1011476827231704,Long,8540
Twitter,Image,85,56756,4488,483,320,0.0932236239340334,Long,5291
Twitter,Text,7,82748,4549,637,618,0.0701406680524,Short,5804
Twitter,Text,115,81859,6865,877,574,0.1015893182179112,Long,8316
Twitter,Video,50,100470,4736,662,424,0.0579476460635015,Medium,5822
Instagram,Image,108,77884,6575,329,553,0.0957449540342047,Long,7457
Instagram,Text,40,202183,15810,1092,1595,0.0914864256638787,Medium,18497
Facebook,Text,30,174011,12365,1577,1067,0.0862531679031785,Short,15009
Facebook,Video,14,149820,5944,501,843,0.0486450407155253,Short,7288
Twitter,Image,38,70879,4732,290,175,0.0733221405493869,Short,5197
Instagram,Text,82,121506,6757,558,146,0.061404375092588,Long,7461
Twitter,Video,12,44115,2273,379,199,0.0646265442593222,Short,2851
Facebook,Video,59,65023,6445,845,769,0.1239407594235885,Medium,8059
Facebook,Video,95,224999,12464,978,1299,0.0655158467370966,Long,14741
Twitter,Video,14,89943,1158,60,168,0.015409759514359,Short,1386
Facebook,Text,61,194056,12881,1334,562,0.0761481221915323,Medium,14777
Twitter,Image,118,44495,3360,348,370,0.0916507472749747,Long,4078
Instagram,Video,83,157627,14133,2265,1781,0.1153292265918909,Long,18179
Twitter,Video,105,159695,10690,2008,1481,0.0887880021290585,Long,14179
Instagram,Text,90,173381,2037,215,180,0.0140269118300159,Long,2432
Instagram,Video,49,257140,5342,818,359,0.0253519483549817,Medium,6519
Facebook,Video,54,219852,5388,782,776,0.0315939814056729,Medium,6946
Facebook,Image,68,184738,5359,607,658,0.0358561855167859,Medium,6624
Facebook,Video,99,227535,18653,1117,1514,0.0935416529325158,Long,21284
Twitter,Text,6,134139,5080,614,531,0.046407085187753,Short,6225
Twitter,Image,49,19265,734,75,41,0.0441214637944458,Medium,850
Facebook,Text,99,75445,5884,779,587,0.0960964941348001,Long,7250
Twitter,Image,66,154488,7279,500,656,0.0545997100098389,Medium,8435
Facebook,Image,18,82772,1309,207,32,0.0187019765137969,Short,1548
Twitter,Video,78,98901,6197,1042,821,0.0814956370511926,Medium,8060
Instagram,Video,98,188863,4099,443,343,0.0258653097748103,Long,4885
Instagram,Video,104,162197,9966,760,820,0.0711850404138177,Long,11546
Facebook,Text,115,210537,16878,2422,959,0.0962253665626469,Long,20259
Twitter,Video,108,55709,5217,1008,237,0.1159956200972912,Long,6462
Twitter,Video,19,43060,690,107,39,0.0194147700882489,Short,836
Instagram,Image,18,36411,1360,93,142,0.0438054434099585,Short,1595
Instagram,Video,35,57684,3964,434,129,0.0784793010193467,Short,4527
Facebook,Video,33,169656,6513,1219,412,0.0480030178714575,Short,8144
Instagram,Video,31,167674,8483,1231,1249,0.0653828261984565,Short,10963
Facebook,Video,89,117025,1381,99,76,0.0132963042085024,Long,1556
Instagram,Image,13,77740,5629,893,819,0.0944301517880113,Short,7341
Instagram,Video,24,23899,2138,220,71,0.101636051717645,Short,2429
Twitter,Image,103,182482,17868,2205,2201,0.1220613539965585,Long,22274
Instagram,Text,62,62852,5326,597,410,0.1007605167695538,Medium,6333
Instagram,Video,83,148085,1904,302,86,0.0154775973258601,Long,2292
Facebook,Video,92,179436,12321,1018,1507,0.0827370204418288,Long,14846
Instagram,Video,53,135320,7389,799,154,0.061646467632279,Medium,8342
Facebook,Image,61,106024,10009,1618,651,0.115803968912699,Medium,12278
Instagram,Video,20,5678,517,80,50,0.1139485734413525,Short,647
Instagram,Video,104,166424,16463,1321,823,0.1118047877709945,Long,18607
Facebook,Text,79,48797,4273,438,270,0.1020759472918417,Medium,4981
Twitter,Image,12,142170,8419,439,268,0.0641907575437856,Short,9126
Facebook,Image,71,142531,10595,1372,1387,0.0936918986045141,Medium,13354
Facebook,Text,23,41894,4056,373,303,0.1129517353320284,Short,4732
Facebook,Image,114,227287,14098,729,548,0.067645751846784,Long,15375
Twitter,Video,109,100202,8577,975,393,0.099249515977725,Long,9945
Instagram,Video,71,75442,7151,1351,398,0.1179714217544603,Medium,8900
Facebook,Text,40,10898,668,125,33,0.0757937236190126,Medium,826
Facebook,Image,93,53352,1297,137,110,0.0289398710451342,Long,1544
Twitter,Image,64,49207,1181,138,162,0.030097343873839,Medium,1481
Facebook,Image,40,167956,3422,295,150,0.0230238872085546,Medium,3867
Instagram,Text,15,163438,8640,520,682,0.0602185538246919,Short,9842
Twitter,Video,55,114382,6086,937,647,0.0670560053155216,Medium,7670
Instagram,Text,84,146908,9631,1637,422,0.0795736106951289,Long,11690
Instagram,Video,59,22442,1199,218,47,0.0652348275554763,Medium,1464
Twitter,Text,58,58436,5701,1084,229,0.1200287494010541,Medium,7014
Facebook,Video,21,249447,9034,1692,1216,0.0478738970602973,Short,11942
Instagram,Image,66,133934,11872,642,1335,0.1034016754520883,Medium,13849
Instagram,Image,46,126751,2412,474,153,0.0239761422000615,Medium,3039
Instagram,Image,28,17686,1134,121,155,0.0797240755399751,Short,1410
Instagram,Text,21,48604,3322,607,478,0.090671549666694,Short,4407
Twitter,Text,52,143428,11402,1323,818,0.0944236829628803,Medium,13543
Twitter,Text,88,43163,2385,270,205,0.0662604545559854,Long,2860
Instagram,Image,90,7491,207,10,13,0.0307035108797223,Long,230
Facebook,Video,74,89742,3877,224,192,0.0478371331149294,Medium,4293
Instagram,Image,11,64382,2220,334,269,0.0438476592836507,Short,2823
Facebook,Image,18,82464,3935,750,410,0.061784536282499,Short,5095
Instagram,Video,15,82096,4736,396,320,0.066410056519197,Short,5452
Facebook,Video,16,10011,663,42,14,0.0718209969034062,Short,719
Instagram,Video,114,140934,12128,995,1446,0.1033746292590858,Long,14569
Facebook,Video,9,41118,3778,309,310,0.1069361350260226,Short,4397
Instagram,Image,9,260178,13433,1262,396,0.0580025982212177,Short,15091
Instagram,Text,24,181375,3261,209,118,0.0197822191592005,Short,3588
Facebook,Image,58,145775,11915,1016,1211,0.0970125192934316,Medium,14142
Twitter,Video,59,125793,6660,1253,606,0.0677223692892291,Medium,8519
Facebook,Text,62,110915,6563,1204,336,0.0730559437407023,Medium,8103
Twitter,Text,83,17096,1087,105,41,0.0721221338324754,Long,1233
Instagram,Image,94,215714,15123,3017,2041,0.0935544285489119,Long,20181
Facebook,Image,101,68891,6207,588,232,0.1020017128507352,Long,7027
Facebook,Image,34,121160,11594,1835,361,0.1138164410696599,Short,13790
Facebook,Text,28,11432,1081,158,108,0.1178271518544436,Short,1347
Twitter,Text,91,148772,12326,735,651,0.0921678810528863,Long,13712
Twitter,Text,77,126790,11415,1156,1202,0.1086284407287641,Medium,13773
Instagram,Video,7,102186,1478,284,123,0.0184467539584678,Short,1885
Twitter,Video,104,48618,4201,242,199,0.0954790406845201,Long,4642
Twitter,Image,52,84774,1399,106,40,0.0182249274541722,Medium,1545
Instagram,Text,75,265624,20494,4009,598,0.094498238111014,Medium,25101
Facebook,Image,26,62658,1581,88,152,0.0290625299243512,Short,1821
Facebook,Text,18,96312,4084,477,484,0.0523818423457097,Short,5045
Instagram,Image,52,133081,3536,663,387,0.0344602159587018,Medium,4586
Facebook,Video,33,140776,7026,1345,682,0.0643078365630505,Short,9053
Twitter,Text,54,87544,4119,811,195,0.0585419903134423,Medium,5125
Instagram,Video,84,151451,2169,265,286,0.0179596040963744,Long,2720
Instagram,Text,116,59598,5050,318,513,0.0986778079801335,Long,5881
Instagram,Image,102,13573,1179,195,129,0.1107345465261917,Long,1503
Facebook,Text,14,156487,12655,1978,621,0.0974777457552384,Short,15254
Instagram,Video,75,57287,4942,676,266,0.1027109117251732,Medium,5884
Instagram,Text,93,268088,20798,3810,2869,0.1024924651606935,Long,27477
Instagram,Image,31,263153,24834,4637,2033,0.1197174267441374,Short,31504
Facebook,Text,83,177561,10986,1675,1010,0.0769932586547721,Long,13671
Twitter,Video,100,178333,11134,743,383,0.0687477920519477,Long,12260
Instagram,Image,32,287278,25105,1614,1789,0.0992348874609263,Short,28508
Twitter,Video,13,71720,2972,330,402,0.0516452872281093,Short,3704
Facebook,Text,75,227571,3301,309,452,0.0178493744809312,Medium,4062
Facebook,Video,84,75714,5866,410,674,0.0917927992181102,Long,6950
Facebook,Text,30,204776,6739,954,612,0.0405565105285775,Short,8305
Facebook,Image,103,166726,8783,1339,1238,0.0681357436752516,Long,11360
Twitter,Video,85,10146,321,49,42,0.0406071358170707,Long,412
Instagram,Video,91,117188,9895,754,1286,0.1018448987950984,Long,11935
Facebook,Text,12,204898,19720,1890,2655,0.1184247772062196,Short,24265
Facebook,Video,6,191622,2865,228,226,0.0173205581822546,Short,3319
Twitter,Video,99,120222,3727,522,329,0.0380795528272695,Long,4578
Twitter,Image,61,118740,3213,433,241,0.0327353882432204,Medium,3887
Facebook,Text,56,228490,16128,2024,1874,0.0876449735218171,Medium,20026
Instagram,Text,62,201636,9795,924,949,0.0578666507964847,Medium,11668
Instagram,Image,100,193603,9886,845,287,0.0569102751506949,Long,11018
Facebook,Image,97,86780,2094,384,79,0.0294653145886148,Long,2557
Twitter,Text,7,141006,6673,382,300,0.0521609009545693,Short,7355
Facebook,Image,12,98381,3668,544,393,0.0468078185828564,Short,4605
Facebook,Image,63,234948,15273,808,523,0.0706709569777142,Medium,16604
Twitter,Image,6,181121,5352,423,483,0.034551487679507,Short,6258
Facebook,Text,99,109355,7144,667,923,0.0798683187782908,Long,8734
Facebook,Image,66,189352,8330,1524,1192,0.0583357978790823,Medium,11046
Facebook,Video,119,220006,9056,639,685,0.0471805314400516,Long,10380
Twitter,Video,53,97597,3659,697,326,0.0479727860487515,Medium,4682
Instagram,Text,105,7127,503,86,64,0.091623403956784,Long,653
Instagram,Image,24,211691,12832,1948,1817,0.0784020104775356,Short,16597
Twitter,Video,33,195808,16967,1896,1199,0.1024575093969602,Short,20062
Instagram,Text,21,155163,4925,915,324,0.0397259655974684,Short,6164
Facebook,Video,78,144005,1960,253,154,0.0164369292732891,Medium,2367
Instagram,Image,109,283021,7466,789,395,0.03056310309129,Long,8650
Facebook,Text,26,168653,6898,950,908,0.0519172502119737,Short,8756
Instagram,Video,10,279663,7318,620,449,0.0299896661338825,Short,8387
Twitter,Text,66,10351,181,16,14,0.0203845039126654,Medium,211
Instagram,Video,111,114538,5736,1077,353,0.0625643891110373,Long,7166
Instagram,Video,102,198895,14106,2385,500,0.0854269840870811,Long,16991
Instagram,Image,35,246509,19139,2431,1892,0.095177052359143,Short,23462
Twitter,Image,66,177552,8147,916,785,0.0554654411102099,Medium,9848
Instagram,Video,16,44253,2346,401,136,0.0651481255508101,Short,2883
Twitter,Text,16,88967,6938,940,167,0.090426787460519,Short,8045
Facebook,Text,67,155996,6511,730,923,0.0523346752480832,Medium,8164
Instagram,Image,20,39864,3214,409,212,0.0962020870961268,Short,3835
Twitter,Video,29,14493,1406,119,126,0.113917063409922,Short,1651
Twitter,Image,26,7337,654,52,25,0.0996320021807278,Short,731
Instagram,Video,95,68281,3470,688,182,0.0635608734494222,Long,4340
Facebook,Video,92,19035,1183,231,90,0.0790123456790123,Long,1504
Twitter,Image,80,90854,6766,765,629,0.0898144275430911,Long,8160
Instagram,Text,22,243913,10107,1286,1324,0.0521374424487419,Short,12717
Facebook,Image,49,240798,19728,3434,1139,0.1009186122808329,Medium,24301
Twitter,Video,115,21884,1079,171,143,0.0636538110034728,Long,1393
Twitter,Image,84,11074,954,61,75,0.0984287520317861,Long,1090
